user_id,user_handle,email,referred_by_user_id,signup_date_key,country,region,age_band,acquisition_channel,preferred_language,marketing_opt_in
757,viewer_00757,viewer00757@example.invalid,,20230602,Germany,Europe,18-24,Paid Social,French,1
758,viewer_00758,viewer00758@example.invalid,,20241006,Brazil,Latin America,45+,Search,German,1
759,viewer_00759,viewer00759@example.invalid,,20250327,United States,North America,25-34,Referral,Portuguese,0
760,viewer_00760,viewer00760@example.invalid,,20240423,Japan,APAC,13-17,Organic,Spanish,1
761,viewer_00761,viewer00761@example.invalid,,20240319,Canada,North America,35-44,Creator,English,1
762,viewer_00762,viewer00762@example.invalid,,20240207,Mexico,Latin America,18-24,Paid Social,Japanese,0
763,viewer_00763,viewer00763@example.invalid,226,20240427,Indonesia,APAC,45+,Search,French,1
764,viewer_00764,viewer00764@example.invalid,,20230119,France,Europe,25-34,Referral,German,1
765,viewer_00765,viewer00765@example.invalid,,20240127,Germany,Europe,13-17,Organic,Portuguese,0
766,viewer_00766,viewer00766@example.invalid,,20230908,Brazil,Latin America,35-44,Creator,Spanish,1
767,viewer_00767,viewer00767@example.invalid,,20250103,United States,North America,18-24,Paid Social,English,1
768,viewer_00768,viewer00768@example.invalid,,20240227,Japan,APAC,45+,Search,Japanese,0
769,viewer_00769,viewer00769@example.invalid,,20240630,Canada,North America,25-34,Referral,French,1
770,viewer_00770,viewer00770@example.invalid,575,20240127,Mexico,Latin America,13-17,Organic,German,1
771,viewer_00771,viewer00771@example.invalid,,20240509,Indonesia,APAC,35-44,Creator,Portuguese,0
772,viewer_00772,viewer00772@example.invalid,,20230228,France,Europe,18-24,Paid Social,Spanish,1
773,viewer_00773,viewer00773@example.invalid,,20230926,Germany,Europe,45+,Search,English,1
774,viewer_00774,viewer00774@example.invalid,,20230221,Brazil,Latin America,25-34,Referral,Japanese,0
775,viewer_00775,viewer00775@example.invalid,,20240321,United States,North America,13-17,Organic,French,1
776,viewer_00776,viewer00776@example.invalid,,20240112,Japan,APAC,35-44,Creator,German,1
777,viewer_00777,viewer00777@example.invalid,441,20240602,Canada,North America,18-24,Paid Social,Portuguese,0
778,viewer_00778,viewer00778@example.invalid,,20240126,Mexico,Latin America,45+,Search,Spanish,1
779,viewer_00779,viewer00779@example.invalid,,20230516,Indonesia,APAC,25-34,Referral,English,1
780,viewer_00780,viewer00780@example.invalid,,20231222,France,Europe,13-17,Organic,Japanese,0
781,viewer_00781,viewer00781@example.invalid,,20230626,Germany,Europe,35-44,Creator,French,1
782,viewer_00782,viewer00782@example.invalid,,20251229,Brazil,Latin America,18-24,Paid Social,German,1
783,viewer_00783,viewer00783@example.invalid,,20230806,United States,North America,45+,Search,Portuguese,0
784,viewer_00784,viewer00784@example.invalid,58,20240327,Japan,APAC,25-34,Referral,Spanish,1
785,viewer_00785,viewer00785@example.invalid,,20230101,Canada,North America,13-17,Organic,English,1
786,viewer_00786,viewer00786@example.invalid,,20231115,Mexico,Latin America,35-44,Creator,Japanese,0
787,viewer_00787,viewer00787@example.invalid,,20230224,Indonesia,APAC,18-24,Paid Social,French,1
788,viewer_00788,viewer00788@example.invalid,,20240527,France,Europe,45+,Search,German,1
789,viewer_00789,viewer00789@example.invalid,,20250414,Germany,Europe,25-34,Referral,Portuguese,0
790,viewer_00790,viewer00790@example.invalid,,20250212,Brazil,Latin America,13-17,Organic,Spanish,1
791,viewer_00791,viewer00791@example.invalid,536,20240302,United States,North America,35-44,Creator,English,1
792,viewer_00792,viewer00792@example.invalid,,20231014,Japan,APAC,18-24,Paid Social,Japanese,0
793,viewer_00793,viewer00793@example.invalid,,20230711,Canada,North America,45+,Search,French,1
794,viewer_00794,viewer00794@example.invalid,,20250524,Mexico,Latin America,25-34,Referral,German,1
795,viewer_00795,viewer00795@example.invalid,,20250409,Indonesia,APAC,13-17,Organic,Portuguese,0
796,viewer_00796,viewer00796@example.invalid,,20241027,France,Europe,35-44,Creator,Spanish,1
797,viewer_00797,viewer00797@example.invalid,,20250718,Germany,Europe,18-24,Paid Social,English,1
798,viewer_00798,viewer00798@example.invalid,689,20240505,Brazil,Latin America,45+,Search,Japanese,0
799,viewer_00799,viewer00799@example.invalid,,20231212,United States,North America,25-34,Referral,French,1
800,viewer_00800,viewer00800@example.invalid,,20230907,Japan,APAC,13-17,Organic,German,1
801,viewer_00801,viewer00801@example.invalid,,20240812,Canada,North America,35-44,Creator,Portuguese,0
802,viewer_00802,viewer00802@example.invalid,,20250227,Mexico,Latin America,18-24,Paid Social,Spanish,1
803,viewer_00803,viewer00803@example.invalid,,20250318,Indonesia,APAC,45+,Search,English,1
804,viewer_00804,viewer00804@example.invalid,,20241008,France,Europe,25-34,Referral,Japanese,0
805,viewer_00805,viewer00805@example.invalid,649,20251029,Germany,Europe,13-17,Organic,French,1
806,viewer_00806,viewer00806@example.invalid,,20241006,Brazil,Latin America,35-44,Creator,German,1
807,viewer_00807,viewer00807@example.invalid,,20230513,United States,North America,18-24,Paid Social,Portuguese,0
808,viewer_00808,viewer00808@example.invalid,,20251030,Japan,APAC,45+,Search,Spanish,1
809,viewer_00809,viewer00809@example.invalid,,20241230,Canada,North America,25-34,Referral,English,1
810,viewer_00810,viewer00810@example.invalid,,20230610,Mexico,Latin America,13-17,Organic,Japanese,0
811,viewer_00811,viewer00811@example.invalid,,20230420,Indonesia,APAC,35-44,Creator,French,1
812,viewer_00812,viewer00812@example.invalid,615,20241231,France,Europe,18-24,Paid Social,German,1
813,viewer_00813,viewer00813@example.invalid,,20240715,Germany,Europe,45+,Search,Portuguese,0
814,viewer_00814,viewer00814@example.invalid,,20251222,Brazil,Latin America,25-34,Referral,Spanish,1
815,viewer_00815,viewer00815@example.invalid,,20241115,United States,North America,13-17,Organic,English,1
816,viewer_00816,viewer00816@example.invalid,,20241102,Japan,APAC,35-44,Creator,Japanese,0
817,viewer_00817,viewer00817@example.invalid,,20230303,Canada,North America,18-24,Paid Social,French,1
818,viewer_00818,viewer00818@example.invalid,,20240924,Mexico,Latin America,45+,Search,German,1
819,viewer_00819,viewer00819@example.invalid,581,20240630,Indonesia,APAC,25-34,Referral,Portuguese,0
820,viewer_00820,viewer00820@example.invalid,,20230908,France,Europe,13-17,Organic,Spanish,1
821,viewer_00821,viewer00821@example.invalid,,20230502,Germany,Europe,35-44,Creator,English,1
822,viewer_00822,viewer00822@example.invalid,,20250321,Brazil,Latin America,18-24,Paid Social,Japanese,0
823,viewer_00823,viewer00823@example.invalid,,20251211,United States,North America,45+,Search,French,1
824,viewer_00824,viewer00824@example.invalid,,20240109,Japan,APAC,25-34,Referral,German,1
825,viewer_00825,viewer00825@example.invalid,,20250312,Canada,North America,13-17,Organic,Portuguese,0
826,viewer_00826,viewer00826@example.invalid,188,20240529,Mexico,Latin America,35-44,Creator,Spanish,1
827,viewer_00827,viewer00827@example.invalid,,20250212,Indonesia,APAC,18-24,Paid Social,English,1
828,viewer_00828,viewer00828@example.invalid,,20251114,France,Europe,45+,Search,Japanese,0
829,viewer_00829,viewer00829@example.invalid,,20240124,Germany,Europe,25-34,Referral,French,1
830,viewer_00830,viewer00830@example.invalid,,20230419,Brazil,Latin America,13-17,Organic,German,1
831,viewer_00831,viewer00831@example.invalid,,20240720,United States,North America,35-44,Creator,Portuguese,0
832,viewer_00832,viewer00832@example.invalid,,20231116,Japan,APAC,18-24,Paid Social,Spanish,1
833,viewer_00833,viewer00833@example.invalid,448,20240207,Canada,North America,45+,Search,English,1
834,viewer_00834,viewer00834@example.invalid,,20250528,Mexico,Latin America,25-34,Referral,Japanese,0
835,viewer_00835,viewer00835@example.invalid,,20241108,Indonesia,APAC,13-17,Organic,French,1
836,viewer_00836,viewer00836@example.invalid,,20231101,France,Europe,35-44,Creator,German,1
837,viewer_00837,viewer00837@example.invalid,,20231115,Germany,Europe,18-24,Paid Social,Portuguese,0
838,viewer_00838,viewer00838@example.invalid,,20250712,Brazil,Latin America,45+,Search,Spanish,1
839,viewer_00839,viewer00839@example.invalid,,20230210,United States,North America,25-34,Referral,English,1
840,viewer_00840,viewer00840@example.invalid,194,20240704,Japan,APAC,13-17,Organic,Japanese,0
841,viewer_00841,viewer00841@example.invalid,,20241007,Canada,North America,35-44,Creator,French,1
842,viewer_00842,viewer00842@example.invalid,,20251027,Mexico,Latin America,18-24,Paid Social,German,1
843,viewer_00843,viewer00843@example.invalid,,20251201,Indonesia,APAC,45+,Search,Portuguese,0
844,viewer_00844,viewer00844@example.invalid,,20230902,France,Europe,25-34,Referral,Spanish,1
845,viewer_00845,viewer00845@example.invalid,,20230617,Germany,Europe,13-17,Organic,English,1
846,viewer_00846,viewer00846@example.invalid,,20241221,Brazil,Latin America,35-44,Creator,Japanese,0
847,viewer_00847,viewer00847@example.invalid,571,20240705,United States,North America,18-24,Paid Social,French,1
848,viewer_00848,viewer00848@example.invalid,,20250110,Japan,APAC,45+,Search,German,1
849,viewer_00849,viewer00849@example.invalid,,20241119,Canada,North America,25-34,Referral,Portuguese,0
850,viewer_00850,viewer00850@example.invalid,,20250106,Mexico,Latin America,13-17,Organic,Spanish,1
851,viewer_00851,viewer00851@example.invalid,,20240213,Indonesia,APAC,35-44,Creator,English,1
852,viewer_00852,viewer00852@example.invalid,,20240511,France,Europe,18-24,Paid Social,Japanese,0
853,viewer_00853,viewer00853@example.invalid,,20230314,Germany,Europe,45+,Search,French,1
854,viewer_00854,viewer00854@example.invalid,777,20241206,Brazil,Latin America,25-34,Referral,German,1
855,viewer_00855,viewer00855@example.invalid,,20231209,United States,North America,13-17,Organic,Portuguese,0
856,viewer_00856,viewer00856@example.invalid,,20240828,Japan,APAC,35-44,Creator,Spanish,1
857,viewer_00857,viewer00857@example.invalid,,20230905,Canada,North America,18-24,Paid Social,English,1
858,viewer_00858,viewer00858@example.invalid,,20251001,Mexico,Latin America,45+,Search,Japanese,0
859,viewer_00859,viewer00859@example.invalid,,20240726,Indonesia,APAC,25-34,Referral,French,1
860,viewer_00860,viewer00860@example.invalid,,20250119,France,Europe,13-17,Organic,German,1
861,viewer_00861,viewer00861@example.invalid,699,20250226,Germany,Europe,35-44,Creator,Portuguese,0
862,viewer_00862,viewer00862@example.invalid,,20250318,Brazil,Latin America,18-24,Paid Social,Spanish,1
863,viewer_00863,viewer00863@example.invalid,,20230312,United States,North America,45+,Search,English,1
864,viewer_00864,viewer00864@example.invalid,,20230407,Japan,APAC,25-34,Referral,Japanese,0
865,viewer_00865,viewer00865@example.invalid,,20240901,Canada,North America,13-17,Organic,French,1
866,viewer_00866,viewer00866@example.invalid,,20241217,Mexico,Latin America,35-44,Creator,German,1
867,viewer_00867,viewer00867@example.invalid,,20231207,Indonesia,APAC,18-24,Paid Social,Portuguese,0
868,viewer_00868,viewer00868@example.invalid,817,20230311,France,Europe,45+,Search,Spanish,1
869,viewer_00869,viewer00869@example.invalid,,20250313,Germany,Europe,25-34,Referral,English,1
870,viewer_00870,viewer00870@example.invalid,,20250622,Brazil,Latin America,13-17,Organic,Japanese,0
871,viewer_00871,viewer00871@example.invalid,,20240822,United States,North America,35-44,Creator,French,1
872,viewer_00872,viewer00872@example.invalid,,20250506,Japan,APAC,18-24,Paid Social,German,1
873,viewer_00873,viewer00873@example.invalid,,20250808,Canada,North America,45+,Search,Portuguese,0
874,viewer_00874,viewer00874@example.invalid,,20230618,Mexico,Latin America,25-34,Referral,Spanish,1
875,viewer_00875,viewer00875@example.invalid,867,20230906,Indonesia,APAC,13-17,Organic,English,1
876,viewer_00876,viewer00876@example.invalid,,20231101,France,Europe,35-44,Creator,Japanese,0
877,viewer_00877,viewer00877@example.invalid,,20230425,Germany,Europe,18-24,Paid Social,French,1
878,viewer_00878,viewer00878@example.invalid,,20230920,Brazil,Latin America,45+,Search,German,1
879,viewer_00879,viewer00879@example.invalid,,20231226,United States,North America,25-34,Referral,Portuguese,0
880,viewer_00880,viewer00880@example.invalid,,20241212,Japan,APAC,13-17,Organic,Spanish,1
881,viewer_00881,viewer00881@example.invalid,,20230713,Canada,North America,35-44,Creator,English,1
882,viewer_00882,viewer00882@example.invalid,666,20240306,Mexico,Latin America,18-24,Paid Social,Japanese,0
883,viewer_00883,viewer00883@example.invalid,,20251020,Indonesia,APAC,45+,Search,French,1
884,viewer_00884,viewer00884@example.invalid,,20230919,France,Europe,25-34,Referral,German,1
885,viewer_00885,viewer00885@example.invalid,,20240522,Germany,Europe,13-17,Organic,Portuguese,0
886,viewer_00886,viewer00886@example.invalid,,20250317,Brazil,Latin America,35-44,Creator,Spanish,1
887,viewer_00887,viewer00887@example.invalid,,20240410,United States,North America,18-24,Paid Social,English,1
888,viewer_00888,viewer00888@example.invalid,,20230314,Japan,APAC,45+,Search,Japanese,0
889,viewer_00889,viewer00889@example.invalid,264,20230111,Canada,North America,25-34,Referral,French,1
890,viewer_00890,viewer00890@example.invalid,,20241212,Mexico,Latin America,13-17,Organic,German,1
891,viewer_00891,viewer00891@example.invalid,,20240709,Indonesia,APAC,35-44,Creator,Portuguese,0
892,viewer_00892,viewer00892@example.invalid,,20240204,France,Europe,18-24,Paid Social,Spanish,1
893,viewer_00893,viewer00893@example.invalid,,20231116,Germany,Europe,45+,Search,English,1
894,viewer_00894,viewer00894@example.invalid,,20250328,Brazil,Latin America,25-34,Referral,Japanese,0
895,viewer_00895,viewer00895@example.invalid,,20230829,United States,North America,13-17,Organic,French,1
896,viewer_00896,viewer00896@example.invalid,515,20250928,Japan,APAC,35-44,Creator,German,1
897,viewer_00897,viewer00897@example.invalid,,20230330,Canada,North America,18-24,Paid Social,Portuguese,0
898,viewer_00898,viewer00898@example.invalid,,20230720,Mexico,Latin America,45+,Search,Spanish,1
899,viewer_00899,viewer00899@example.invalid,,20240802,Indonesia,APAC,25-34,Referral,English,1
900,viewer_00900,viewer00900@example.invalid,,20251229,France,Europe,13-17,Organic,Japanese,0
901,viewer_00901,viewer00901@example.invalid,,20241119,Germany,Europe,35-44,Creator,French,1
902,viewer_00902,viewer00902@example.invalid,,20230719,Brazil,Latin America,18-24,Paid Social,German,1
903,viewer_00903,viewer00903@example.invalid,409,20231022,United States,North America,45+,Search,Portuguese,0
904,viewer_00904,viewer00904@example.invalid,,20240706,Japan,APAC,25-34,Referral,Spanish,1
905,viewer_00905,viewer00905@example.invalid,,20250425,Canada,North America,13-17,Organic,English,1
906,viewer_00906,viewer00906@example.invalid,,20240304,Mexico,Latin America,35-44,Creator,Japanese,0
907,viewer_00907,viewer00907@example.invalid,,20241206,Indonesia,APAC,18-24,Paid Social,French,1
908,viewer_00908,viewer00908@example.invalid,,20240803,France,Europe,45+,Search,German,1
909,viewer_00909,viewer00909@example.invalid,,20251213,Germany,Europe,25-34,Referral,Portuguese,0
910,viewer_00910,viewer00910@example.invalid,207,20241015,Brazil,Latin America,13-17,Organic,Spanish,1
911,viewer_00911,viewer00911@example.invalid,,20250822,United States,North America,35-44,Creator,English,1
912,viewer_00912,viewer00912@example.invalid,,20240311,Japan,APAC,18-24,Paid Social,Japanese,0
913,viewer_00913,viewer00913@example.invalid,,20250703,Canada,North America,45+,Search,French,1
914,viewer_00914,viewer00914@example.invalid,,20250326,Mexico,Latin America,25-34,Referral,German,1
915,viewer_00915,viewer00915@example.invalid,,20230321,Indonesia,APAC,13-17,Organic,Portuguese,0
916,viewer_00916,viewer00916@example.invalid,,20250425,France,Europe,35-44,Creator,Spanish,1
917,viewer_00917,viewer00917@example.invalid,137,20230607,Germany,Europe,18-24,Paid Social,English,1
918,viewer_00918,viewer00918@example.invalid,,20250209,Brazil,Latin America,45+,Search,Japanese,0
919,viewer_00919,viewer00919@example.invalid,,20240523,United States,North America,25-34,Referral,French,1
920,viewer_00920,viewer00920@example.invalid,,20250213,Japan,APAC,13-17,Organic,German,1
921,viewer_00921,viewer00921@example.invalid,,20250723,Canada,North America,35-44,Creator,Portuguese,0
922,viewer_00922,viewer00922@example.invalid,,20251024,Mexico,Latin America,18-24,Paid Social,Spanish,1
923,viewer_00923,viewer00923@example.invalid,,20250301,Indonesia,APAC,45+,Search,English,1
924,viewer_00924,viewer00924@example.invalid,127,20230103,France,Europe,25-34,Referral,Japanese,0
925,viewer_00925,viewer00925@example.invalid,,20240920,Germany,Europe,13-17,Organic,French,1
926,viewer_00926,viewer00926@example.invalid,,20250130,Brazil,Latin America,35-44,Creator,German,1
927,viewer_00927,viewer00927@example.invalid,,20231121,United States,North America,18-24,Paid Social,Portuguese,0
928,viewer_00928,viewer00928@example.invalid,,20240118,Japan,APAC,45+,Search,Spanish,1
929,viewer_00929,viewer00929@example.invalid,,20240509,Canada,North America,25-34,Referral,English,1
930,viewer_00930,viewer00930@example.invalid,,20230723,Mexico,Latin America,13-17,Organic,Japanese,0
931,viewer_00931,viewer00931@example.invalid,771,20240120,Indonesia,APAC,35-44,Creator,French,1
932,viewer_00932,viewer00932@example.invalid,,20251218,France,Europe,18-24,Paid Social,German,1
933,viewer_00933,viewer00933@example.invalid,,20250323,Germany,Europe,45+,Search,Portuguese,0
934,viewer_00934,viewer00934@example.invalid,,20250915,Brazil,Latin America,25-34,Referral,Spanish,1
935,viewer_00935,viewer00935@example.invalid,,20230727,United States,North America,13-17,Organic,English,1
936,viewer_00936,viewer00936@example.invalid,,20250323,Japan,APAC,35-44,Creator,Japanese,0
937,viewer_00937,viewer00937@example.invalid,,20230628,Canada,North America,18-24,Paid Social,French,1
938,viewer_00938,viewer00938@example.invalid,570,20230216,Mexico,Latin America,45+,Search,German,1
939,viewer_00939,viewer00939@example.invalid,,20240101,Indonesia,APAC,25-34,Referral,Portuguese,0
940,viewer_00940,viewer00940@example.invalid,,20250305,France,Europe,13-17,Organic,Spanish,1
941,viewer_00941,viewer00941@example.invalid,,20241205,Germany,Europe,35-44,Creator,English,1
942,viewer_00942,viewer00942@example.invalid,,20241228,Brazil,Latin America,18-24,Paid Social,Japanese,0
943,viewer_00943,viewer00943@example.invalid,,20240116,United States,North America,45+,Search,French,1
944,viewer_00944,viewer00944@example.invalid,,20250202,Japan,APAC,25-34,Referral,German,1
945,viewer_00945,viewer00945@example.invalid,253,20251004,Canada,North America,13-17,Organic,Portuguese,0
946,viewer_00946,viewer00946@example.invalid,,20250217,Mexico,Latin America,35-44,Creator,Spanish,1
947,viewer_00947,viewer00947@example.invalid,,20251206,Indonesia,APAC,18-24,Paid Social,English,1
948,viewer_00948,viewer00948@example.invalid,,20250402,France,Europe,45+,Search,Japanese,0
949,viewer_00949,viewer00949@example.invalid,,20240727,Germany,Europe,25-34,Referral,French,1
950,viewer_00950,viewer00950@example.invalid,,20240328,Brazil,Latin America,13-17,Organic,German,1
951,viewer_00951,viewer00951@example.invalid,,20231110,United States,North America,35-44,Creator,Portuguese,0
952,viewer_00952,viewer00952@example.invalid,197,20240212,Japan,APAC,18-24,Paid Social,Spanish,1
953,viewer_00953,viewer00953@example.invalid,,20240707,Canada,North America,45+,Search,English,1
954,viewer_00954,viewer00954@example.invalid,,20231016,Mexico,Latin America,25-34,Referral,Japanese,0
955,viewer_00955,viewer00955@example.invalid,,20250416,Indonesia,APAC,13-17,Organic,French,1
956,viewer_00956,viewer00956@example.invalid,,20230819,France,Europe,35-44,Creator,German,1
957,viewer_00957,viewer00957@example.invalid,,20240222,Germany,Europe,18-24,Paid Social,Portuguese,0
958,viewer_00958,viewer00958@example.invalid,,20241225,Brazil,Latin America,45+,Search,Spanish,1
959,viewer_00959,viewer00959@example.invalid,835,20231221,United States,North America,25-34,Referral,English,1
960,viewer_00960,viewer00960@example.invalid,,20250822,Japan,APAC,13-17,Organic,Japanese,0
961,viewer_00961,viewer00961@example.invalid,,20230810,Canada,North America,35-44,Creator,French,1
962,viewer_00962,viewer00962@example.invalid,,20250414,Mexico,Latin America,18-24,Paid Social,German,1
963,viewer_00963,viewer00963@example.invalid,,20230714,Indonesia,APAC,45+,Search,Portuguese,0
964,viewer_00964,viewer00964@example.invalid,,20230911,France,Europe,25-34,Referral,Spanish,1
965,viewer_00965,viewer00965@example.invalid,,20250705,Germany,Europe,13-17,Organic,English,1
966,viewer_00966,viewer00966@example.invalid,350,20250903,Brazil,Latin America,35-44,Creator,Japanese,0
967,viewer_00967,viewer00967@example.invalid,,20230823,United States,North America,18-24,Paid Social,French,1
968,viewer_00968,viewer00968@example.invalid,,20240619,Japan,APAC,45+,Search,German,1
969,viewer_00969,viewer00969@example.invalid,,20250722,Canada,North America,25-34,Referral,Portuguese,0
970,viewer_00970,viewer00970@example.invalid,,20241105,Mexico,Latin America,13-17,Organic,Spanish,1
971,viewer_00971,viewer00971@example.invalid,,20240802,Indonesia,APAC,35-44,Creator,English,1
972,viewer_00972,viewer00972@example.invalid,,20250115,France,Europe,18-24,Paid Social,Japanese,0
973,viewer_00973,viewer00973@example.invalid,393,20250503,Germany,Europe,45+,Search,French,1
974,viewer_00974,viewer00974@example.invalid,,20250817,Brazil,Latin America,25-34,Referral,German,1
975,viewer_00975,viewer00975@example.invalid,,20241011,United States,North America,13-17,Organic,Portuguese,0
976,viewer_00976,viewer00976@example.invalid,,20230112,Japan,APAC,35-44,Creator,Spanish,1
977,viewer_00977,viewer00977@example.invalid,,20230109,Canada,North America,18-24,Paid Social,English,1
978,viewer_00978,viewer00978@example.invalid,,20250901,Mexico,Latin America,45+,Search,Japanese,0
979,viewer_00979,viewer00979@example.invalid,,20250203,Indonesia,APAC,25-34,Referral,French,1
980,viewer_00980,viewer00980@example.invalid,822,20230425,France,Europe,13-17,Organic,German,1
981,viewer_00981,viewer00981@example.invalid,,20251230,Germany,Europe,35-44,Creator,Portuguese,0
982,viewer_00982,viewer00982@example.invalid,,20240825,Brazil,Latin America,18-24,Paid Social,Spanish,1
983,viewer_00983,viewer00983@example.invalid,,20250602,United States,North America,45+,Search,English,1
984,viewer_00984,viewer00984@example.invalid,,20250618,Japan,APAC,25-34,Referral,Japanese,0
985,viewer_00985,viewer00985@example.invalid,,20231201,Canada,North America,13-17,Organic,French,1
986,viewer_00986,viewer00986@example.invalid,,20250114,Mexico,Latin America,35-44,Creator,German,1
987,viewer_00987,viewer00987@example.invalid,830,20240318,Indonesia,APAC,18-24,Paid Social,Portuguese,0
988,viewer_00988,viewer00988@example.invalid,,20241031,France,Europe,45+,Search,Spanish,1
989,viewer_00989,viewer00989@example.invalid,,20250911,Germany,Europe,25-34,Referral,English,1
990,viewer_00990,viewer00990@example.invalid,,20241109,Brazil,Latin America,13-17,Organic,Japanese,0
991,viewer_00991,viewer00991@example.invalid,,20241217,United States,North America,35-44,Creator,French,1
992,viewer_00992,viewer00992@example.invalid,,20241221,Japan,APAC,18-24,Paid Social,German,1
993,viewer_00993,viewer00993@example.invalid,,20230209,Canada,North America,45+,Search,Portuguese,0
994,viewer_00994,viewer00994@example.invalid,781,20240213,Mexico,Latin America,25-34,Referral,Spanish,1
995,viewer_00995,viewer00995@example.invalid,,20240502,Indonesia,APAC,13-17,Organic,English,1
996,viewer_00996,viewer00996@example.invalid,,20230710,France,Europe,35-44,Creator,Japanese,0
997,viewer_00997,viewer00997@example.invalid,,20250904,Germany,Europe,18-24,Paid Social,French,1
998,viewer_00998,viewer00998@example.invalid,,20250908,Brazil,Latin America,45+,Search,German,1
999,viewer_00999,viewer00999@example.invalid,,20240801,United States,North America,25-34,Referral,Portuguese,0
1000,viewer_01000,viewer01000@example.invalid,,20251202,Japan,APAC,13-17,Organic,Spanish,1
1001,viewer_01001,viewer01001@example.invalid,534,20240604,Canada,North America,35-44,Creator,English,1
1002,viewer_01002,viewer01002@example.invalid,,20230331,Mexico,Latin America,18-24,Paid Social,Japanese,0
1003,viewer_01003,viewer01003@example.invalid,,20231118,Indonesia,APAC,45+,Search,French,1
1004,viewer_01004,viewer01004@example.invalid,,20251116,France,Europe,25-34,Referral,German,1
1005,viewer_01005,viewer01005@example.invalid,,20230803,Germany,Europe,13-17,Organic,Portuguese,0
1006,viewer_01006,viewer01006@example.invalid,,20250301,Brazil,Latin America,35-44,Creator,Spanish,1
1007,viewer_01007,viewer01007@example.invalid,,20250214,United States,North America,18-24,Paid Social,English,1
1008,viewer_01008,viewer01008@example.invalid,394,20230817,Japan,APAC,45+,Search,Japanese,0
1009,viewer_01009,viewer01009@example.invalid,,20250704,Canada,North America,25-34,Referral,French,1
1010,viewer_01010,viewer01010@example.invalid,,20230620,Mexico,Latin America,13-17,Organic,German,1
1011,viewer_01011,viewer01011@example.invalid,,20231008,Indonesia,APAC,35-44,Creator,Portuguese,0
1012,viewer_01012,viewer01012@example.invalid,,20250409,France,Europe,18-24,Paid Social,Spanish,1
1013,viewer_01013,viewer01013@example.invalid,,20240722,Germany,Europe,45+,Search,English,1
1014,viewer_01014,viewer01014@example.invalid,,20250323,Brazil,Latin America,25-34,Referral,Japanese,0
1015,viewer_01015,viewer01015@example.invalid,986,20251023,United States,North America,13-17,Organic,French,1
1016,viewer_01016,viewer01016@example.invalid,,20240801,Japan,APAC,35-44,Creator,German,1
1017,viewer_01017,viewer01017@example.invalid,,20240215,Canada,North America,18-24,Paid Social,Portuguese,0
1018,viewer_01018,viewer01018@example.invalid,,20231018,Mexico,Latin America,45+,Search,Spanish,1
1019,viewer_01019,viewer01019@example.invalid,,20241029,Indonesia,APAC,25-34,Referral,English,1
1020,viewer_01020,viewer01020@example.invalid,,20240414,France,Europe,13-17,Organic,Japanese,0
1021,viewer_01021,viewer01021@example.invalid,,20230630,Germany,Europe,35-44,Creator,French,1
1022,viewer_01022,viewer01022@example.invalid,490,20250923,Brazil,Latin America,18-24,Paid Social,German,1
1023,viewer_01023,viewer01023@example.invalid,,20231114,United States,North America,45+,Search,Portuguese,0
1024,viewer_01024,viewer01024@example.invalid,,20231108,Japan,APAC,25-34,Referral,Spanish,1
1025,viewer_01025,viewer01025@example.invalid,,20240407,Canada,North America,13-17,Organic,English,1
1026,viewer_01026,viewer01026@example.invalid,,20240822,Mexico,Latin America,35-44,Creator,Japanese,0
1027,viewer_01027,viewer01027@example.invalid,,20230518,Indonesia,APAC,18-24,Paid Social,French,1
1028,viewer_01028,viewer01028@example.invalid,,20240228,France,Europe,45+,Search,German,1
1029,viewer_01029,viewer01029@example.invalid,875,20240928,Germany,Europe,25-34,Referral,Portuguese,0
1030,viewer_01030,viewer01030@example.invalid,,20250517,Brazil,Latin America,13-17,Organic,Spanish,1
1031,viewer_01031,viewer01031@example.invalid,,20240821,United States,North America,35-44,Creator,English,1
1032,viewer_01032,viewer01032@example.invalid,,20250131,Japan,APAC,18-24,Paid Social,Japanese,0
1033,viewer_01033,viewer01033@example.invalid,,20250302,Canada,North America,45+,Search,French,1
1034,viewer_01034,viewer01034@example.invalid,,20230528,Mexico,Latin America,25-34,Referral,German,1
1035,viewer_01035,viewer01035@example.invalid,,20241121,Indonesia,APAC,13-17,Organic,Portuguese,0
1036,viewer_01036,viewer01036@example.invalid,328,20240212,France,Europe,35-44,Creator,Spanish,1
1037,viewer_01037,viewer01037@example.invalid,,20240706,Germany,Europe,18-24,Paid Social,English,1
1038,viewer_01038,viewer01038@example.invalid,,20240720,Brazil,Latin America,45+,Search,Japanese,0
1039,viewer_01039,viewer01039@example.invalid,,20251226,United States,North America,25-34,Referral,French,1
1040,viewer_01040,viewer01040@example.invalid,,20241218,Japan,APAC,13-17,Organic,German,1
1041,viewer_01041,viewer01041@example.invalid,,20230401,Canada,North America,35-44,Creator,Portuguese,0
1042,viewer_01042,viewer01042@example.invalid,,20240317,Mexico,Latin America,18-24,Paid Social,Spanish,1
1043,viewer_01043,viewer01043@example.invalid,28,20240505,Indonesia,APAC,45+,Search,English,1
1044,viewer_01044,viewer01044@example.invalid,,20250608,France,Europe,25-34,Referral,Japanese,0
1045,viewer_01045,viewer01045@example.invalid,,20240506,Germany,Europe,13-17,Organic,French,1
